id;peer;recommendedpeer
1244;jnbtpcthje;vouhgaosna
1245;gsogaujkmg;rwxzzteebk
1246;bpitchtivb;joankrslxd
1247;zdqmeynbuf;yobofyylei
1248;gyvxxnhxwy;llxfrdpypf
1249;humojljhcs;rwxzzteebk
1250;jypfyqqmkb;uyaqyslbhk
1251;xxfofgehmf;rwxzzteebk
1252;xizmzfizod;rwxzzteebk
1253;pelhkqcqgj;rwxzzteebk
1254;dtppqnrewe;sdgkxkjwmk
1255;lkqihfxzli;joankrslxd
1256;uwclpjniwd;rwxzzteebk
1257;mvpponlzqj;vouhgaosna
1258;drorrmvnmm;llxfrdpypf
1259;bpybwruvdj;yculbhvhbj
1260;ernvkuhbws;vouhgaosna
1261;ncwlbhyiep;yobofyylei
1262;ttibxguyxh;gflglwhwjn
1263;khzdaausgu;llxfrdpypf
1264;zogthzctjm;gflglwhwjn
1265;nyqtfrdobg;joankrslxd
1266;jtdllrabug;joankrslxd
1267;xkklycksty;llxfrdpypf
1268;qkgolzacvl;rwxzzteebk
1269;kmpujmrsoz;rwxzzteebk
1270;ucdzbhrpzb;vouhgaosna
1271;lekzmsnazd;yobofyylei
1272;uangnjlwnz;uyaqyslbhk
1273;ubwrycwdrf;rwxzzteebk
1274;bbejvhsyco;llxfrdpypf
1275;slzmfcppfj;yculbhvhbj
1276;zsitkgyhuy;yobofyylei
1277;kyjvwhoqbu;noxbxkjtsx
1278;bijxevlcob;llxfrdpypf
1279;kahrmokvmd;llxfrdpypf
1280;lbhsuperwi;yobofyylei
1281;vkigfznyjc;noxbxkjtsx
1282;bfuxblhqxj;joankrslxd
1283;bbxduuycvq;rwxzzteebk
1284;yrkekonswg;noxbxkjtsx
1285;rmukxmqiok;vouhgaosna
1286;gqpddmpjok;iodskxuoka
1287;khzdaausgu;rwxzzteebk
1288;etnwzvxkxw;vouhgaosna
1289;ypgxwzotej;yobofyylei
1290;qighypqwft;rwxzzteebk
1291;qicpxomsyy;yobofyylei
1292;aojfciquoj;iodskxuoka
1293;zhprflkjiw;joankrslxd
1294;vmaqnyopro;llxfrdpypf
1295;cvafimquql;llxfrdpypf
1296;kechxfprnf;rwxzzteebk
1297;ijzmzdupxq;iodskxuoka
1298;tqozuunzff;llxfrdpypf
1299;cctifxemmn;rwxzzteebk
1300;ghumjlxtwn;rwxzzteebk
1301;xhvtdamrzi;vouhgaosna
1302;ugvecildpi;gflglwhwjn
1303;jtvmrjgder;joankrslxd
1304;yjjbcrdeky;gflglwhwjn
1305;awqogpfuvp;vouhgaosna
1306;hkoewhudyv;iodskxuoka
1307;ixkfsapgff;llxfrdpypf
1308;onwhjhgkgk;joankrslxd
1309;fmkrwsnuvp;uyaqyslbhk
1310;twaizwgyhp;llxfrdpypf
1311;gluczmjzkc;iodskxuoka
1312;zlgldzauyd;iodskxuoka
1313;octepmlmsj;iodskxuoka
1314;jpduucushd;vouhgaosna
1315;swgmdhvugz;vouhgaosna
1316;yfnvemaqcx;joankrslxd
1317;kxklalbdub;llxfrdpypf
1318;muywqgydhs;rwxzzteebk
1319;hivgfzjlmv;llxfrdpypf
1320;kyzolglxyn;joankrslxd
1321;zhvrhftpyd;gflglwhwjn
1322;lhnemmyvto;llxfrdpypf
1323;dbhculmapk;llxfrdpypf
1324;swpsobyxbd;noxbxkjtsx
1325;wfujkqwfww;yobofyylei
1326;ypunnkbrmz;rwxzzteebk
1327;osbvxupxvj;iodskxuoka
1328;jrwwhujsbf;vouhgaosna
1329;ozkjlzhftn;joankrslxd
1330;uftandpexl;yobofyylei
1331;vfoxzaszib;llxfrdpypf
1332;huwqddedlm;llxfrdpypf
1333;nfwefrzqnp;yobofyylei
1334;vxzudtfvok;rwxzzteebk
1335;zgfsoqlfaz;llxfrdpypf
1336;wkuudnruep;llxfrdpypf
1337;bddshdpwfc;iodskxuoka
1338;sydirpvgci;vouhgaosna
1339;nfmpwpvxxu;yobofyylei
1340;nqlhcyrarw;llxfrdpypf
1341;metlffxcyv;rwxzzteebk
1342;gnvguqatxg;yobofyylei
1343;urscyiplxv;rwxzzteebk
1344;brheqsubqv;rwxzzteebk
1345;dxbvfxrjkh;rwxzzteebk
1346;ydhogxmvws;joankrslxd
1347;zwynlfdqxa;llxfrdpypf
1348;nlvuxnzdjz;rwxzzteebk
1349;qthatvsibw;gflglwhwjn
1350;pewqrnicjy;llxfrdpypf
1351;enerlttiin;rwxzzteebk
1352;qhirabaqhf;uyaqyslbhk
1353;gyxhupsyze;llxfrdpypf
1354;obdzppoyio;uyaqyslbhk
1355;ucjnxgixpz;uyaqyslbhk
1356;ttdfmpmozf;rwxzzteebk
1357;abjdaithsu;vouhgaosna
1358;mojktxvfim;rwxzzteebk
1359;ziamonpiqz;rwxzzteebk
1360;wuilemucur;joankrslxd
1361;hgemoqtgyn;rwxzzteebk
1362;wdqtjjrdni;rwxzzteebk
1363;yzqnfaiktg;rwxzzteebk
1364;nqmjchnhzo;rwxzzteebk
1365;mrbafjxfgs;vouhgaosna
1366;ksxfcsjhgg;joankrslxd
1367;teolmixrss;rwxzzteebk
1368;ugsiavhuam;llxfrdpypf
1369;xauuhdojof;gflglwhwjn
1370;ppktpydyde;uyaqyslbhk
1371;lqggirksiy;iodskxuoka
1372;xvdoklxwpa;vouhgaosna
1373;opnwbuwlek;rwxzzteebk
1374;oogrgbbkrt;iodskxuoka
1375;wckhhnbelv;rwxzzteebk
1376;ffbiwpsyme;yobofyylei
1377;qrchfxkpcs;iodskxuoka
1378;eanbrbeglj;rwxzzteebk
1379;yqzxbhyonq;joankrslxd
1380;lifzzmepkr;sdgkxkjwmk
1381;inywawgrie;sdgkxkjwmk
1382;xxgikxtfby;iodskxuoka
1383;rwxzzteebk;vouhgaosna
1384;ivkdnqswyl;joankrslxd
1385;ptkyykqsqa;joankrslxd
1386;bhvxfeqhiz;rwxzzteebk
1387;ehmtspcszf;yculbhvhbj
1388;aumgvcgevf;yculbhvhbj
1389;wauhgaizzn;sdgkxkjwmk
1390;beeipnmhhp;iodskxuoka
1391;ibrnuzyosy;llxfrdpypf
1392;kpnczeqkvn;llxfrdpypf
1393;yqcglozuwi;yobofyylei
1394;kisgobzifh;vouhgaosna
1395;nonypybfek;vouhgaosna
1396;nfbhykzrzw;uyaqyslbhk
1397;wkvijpqhtd;vouhgaosna
1398;jaxhkzhfwd;llxfrdpypf
1399;gpymdlsdym;yobofyylei
1400;ecwgciiahj;yobofyylei
1401;iljyrkevne;llxfrdpypf
1402;fbphbtaaln;rwxzzteebk
1403;bitnpxkdeg;joankrslxd
1404;ixhnsldqlh;rwxzzteebk
1405;dzktfyqtxf;vouhgaosna
1406;qckgyvvxid;joankrslxd
1407;dqalcgrueh;joankrslxd
1408;wzqamynizv;joankrslxd
1409;amrlwvllts;joankrslxd
1410;qsepnvygfe;vouhgaosna
1411;fydzbesvkz;yobofyylei
